FBX Name,User Name,Email,命名检查,分类检查,分类,Hierarchy Check,Hierarchy Root Name Check,根节点名,冻结变换检查,LOD 数量,贴花数量,碰撞数量,LOD 材质球数量,贴花材质球数量,是否有无效的UV集,UV1 范围,Vertex Color,各级 LOD 的三角形数量,贴花的三角形数量,碰撞的三角形数量,旋转包围盒大小 (居中),包围盒大小 (未居中),绝对路径
SM_Build_PhotoStudio_01_I,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_01_I],Passed,4,2,1,[5][5][5][5],[1][1],Passed,[2.977451-1.924029],[0.000000][0.000000][0.000000],[2304][1771][885][441],[464][74],60,[6.089263][5.043211][4.648159],[6.431135][5.132460][6.643989],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_01_I.fbx
SM_Build_PhotoStudio_01_J,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_01_J],Passed,4,0,1,[5][5][5][5],N/A,Passed,[3.537547-5.042609],[0.475102][0.000000][0.000000],[1528][1311][655][326],N/A,246,[9.253242][0.383103][17.287220],[4.502111][0.171076][4.477154],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_01_J.fbx
SM_Build_PhotoStudio_01_K,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_01_K],Passed,4,1,1,[2][2][2][2],[1],Passed,[0.996935-0.996885],[0.000000][0.000000][0.000000],[4954][3018][1509][753],[178],376,[5.721601][6.952841][2.079781],[3.607178][2.077344][3.185514],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_01_K.fbx
SM_Build_PhotoStudio_01_L,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_01_L],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.996308-0.972134],[0.000000][0.000000][0.000000],[1988][993][496][248],N/A,42,[0.594422][0.575864][0.621169],[0.330578][0.612462][0.334927],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_01_L.fbx
SM_Build_PhotoStudio_01_Outside,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_01_Outside],Passed,4,4,4,[10][10][10][10],[1][1][1][1],Passed,[6.884940-4.979026],[1.000000][0.142743][0.000000],[20515][10257][5128][2564],[869][857][320][1037],1984,[15.387620][18.272703][13.747249],[6.902523][13.374441][9.662764],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_01_Outside.fbx
SM_Build_PhotoStudio_Camera_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Camera_01],Passed,4,1,1,[2][2][2][2],[1],Passed,[0.994339-0.995455],[0.000000][0.000000][0.000000],[1032][877][746][633],[136],70,[2.781209][1.133135][4.730346],[-3.953149][3.321822][-3.856893],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Camera_01.fbx
SM_Build_PhotoStudio_Counter_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Counter_01],Passed,4,3,1,[2][2][2][2],[2][1][1],Passed,[1.044671-0.995019],[1.000000][1.000000][1.000000],[4794][3988][3318][2760],[65][382][1283],262,[3.454810][12.194005][1.383971],[11.082018][1.383350][0.188894],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Counter_01.fbx
SM_Build_PhotoStudio_Decoration_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Decoration_01],Passed,4,1,24,[2][2][2][2],[1],Passed,[0.996935-0.996885],[0.000000][0.000000][0.000000],[4954][3018][1509][753],[178],376,[5.721601][6.952841][2.079781],[3.607178][2.077344][3.185514],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Decoration_01.fbx
SM_Build_PhotoStudio_Door_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Door_01],Passed,4,1,10,[4][4][4][4],[1],Passed,[3.128209-0.994812],[1.000000][1.000000][1.000000],[2382][1837][1418][1094],[104],404,[9.203094][5.883154][2.750390],[4.508507][5.982871][-6.925515],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Door_01.fbx
SM_Build_PhotoStudio_Door_02,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Door_02],Passed,4,1,1,[4][4][4][4],[1],Passed,[3.128209-0.994812],[1.000000][1.000000][1.000000],[2382][1838][1418][1093],[104],404,[5.883154][9.203120][2.750352],[-6.928821][5.982872][4.483549],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Door_02.fbx
SM_Build_PhotoStudio_Edge_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Edge_01],Passed,4,1,1,[4][4][4][4],[1],Passed,[4.735205-3.182267],[1.000000][1.000000][1.000000],[4522][4278][2139][1069],[16],288,[14.930112][7.171013][14.433735],[6.916994][8.005610][7.370600],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Edge_01.fbx
SM_Build_PhotoStudio_Handrail_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Handrail_01],Passed,4,1,1,[2][2][2][2],[1],Passed,[3.480228-0.993975],[1.000000][1.000000][1.000000],[4366][2192][800][391],[278],264,[4.816210][7.604764][19.250637],[6.702099][9.089884][7.369987],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Handrail_01.fbx
SM_Build_PhotoStudio_Helmet_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Helmet_01],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.996308-0.972134],[0.000000][0.000000][0.000000],[1988][993][496][248],N/A,42,[0.594422][0.575864][0.621169],[0.330578][0.612462][0.334927],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Helmet_01.fbx
SM_Build_PhotoStudio_InsideDoor_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_InsideDoor_01],Passed,4,1,1,[1][1][1][1],[1],Passed,[0.993851-0.993494],[0.000000][0.000000][0.000000],[1270][1224][612][306],[245],32,[1.368941][2.393585][0.117047],[0.684357][2.392288][0.008817],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_InsideDoor_01.fbx
SM_Build_PhotoStudio_Inside_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Inside_01],Passed,4,5,1,[11][11][11][11],[1][1][1][1][1],Passed,[11.968835-2.888985],[1.000000][0.031191][0.031191],[23682][14735][9167][5704],[1861][586][17][79][275],419,[13.605688][5.554292][14.073112],[6.600993][5.132246][7.029938],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Inside_01.fbx
SM_Build_PhotoStudio_Lens_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Lens_01],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.995971-0.996636],[0.000000][0.000000][0.000000],[882][430][155][65],N/A,178,[4.937702][2.295701][4.944673],[1.115475][2.474767][2.647893],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Lens_01.fbx
SM_Build_PhotoStudio_PhotoBooth_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_PhotoBooth_01],Passed,4,2,1,[2][2][2][2],[1][1],Passed,[1.382510-0.992075],[0.000000][0.000000][0.000000],[2535][1272][509][246],[10][22],96,[3.465667][1.802268][2.025283],[0.922327][3.463953][0.008103],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_PhotoBooth_01.fbx
SM_Build_PhotoStudio_Show_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_Show_01],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.996308-0.995288],[0.000000][0.000000][0.000000],[4381][2424][1211][604],N/A,138,[0.684952][0.674032][1.740742],[0.318976][1.678289][0.203863],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_Show_01.fbx
SM_Build_PhotoStudio_SmallCamera_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_PhotoStudio_SmallCamera_01],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.995146-0.932614],[0.000000][0.000000][0.000000],[732][533][265][131],N/A,12,[0.395111][0.490191][0.657807],[0.301763][0.396599][0.331055],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_PhotoStudio_SmallCamera_01.fbx
SM_Build_RoadGlass_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_RoadGlass_01],Passed,4,0,1,[1][1][1][1],N/A,Passed,[6.421324-0.998228],[0.000000][0.000000][0.000000],[8148][4073][2035][1016],N/A,620,[57.049667][46.415890][1.084012],[27.359522][1.054941][29.710835],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_RoadGlass_01.fbx
SM_Build_ToyStore_01,,,Passed,Passed,Build,Passed,Passed,[SM_Build_ToyStore_01],Passed,4,2,1,[4][4][4][4],[1][1],Passed,[4.284867-2.214777],[1.000000][1.000000][0.000000],[11568][5784][2892][1445],[98][885],2330,[24.731260][48.140011][12.698091],[12.146867][12.574503][27.543999],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_ToyStore_01.fbx
SM_Build_ToyStore_01_A,,,Passed,Passed,Build,Passed,Passed,[SM_Build_ToyStore_01_A],Passed,4,0,2,[1][1][1][1],N/A,Passed,[2.999102-0.496588],[0.000000][0.000000][0.000000],[381][344][172][86],N/A,120,[14.281652][8.508893][1.235142],[9.543769][11.021974][7.890872],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_ToyStore_01_A.fbx
SM_Build_ToyStore_01_B,,,Passed,Passed,Build,Passed,Passed,[SM_Build_ToyStore_01_B],Passed,4,0,2,[4][4][4][4],N/A,Passed,[3.994495-1.887502],[0.000000][0.000000][0.000000],[916][638][318][159],N/A,311,[1.056677][11.310583][10.188019],[5.069663][11.200813][-10.576905],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_ToyStore_01_B.fbx
SM_Build_ToyStore_02,,,Passed,Passed,Build,Passed,Passed,[SM_Build_ToyStore_02],Passed,1,0,1,[6],N/A,Passed,[7.105627-8.064252],[0.910284][0.000000][0.000000],[3650],N/A,312,[34.331215][76.952278][0.964405],[32.880642][0.262277][40.261986],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_ToyStore_02.fbx
SM_Build_ToyStore_02_A,,,Passed,Passed,Build,Passed,Passed,[SM_Build_ToyStore_02_A],Passed,1,0,1,[4],N/A,Passed,[7.555564-4.317704],[0.861465][0.000000][0.000000],[750],N/A,150,[35.265366][0.533869][38.710129],[12.001435][0.383854][26.281471],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_ToyStore_02_A.fbx
SM_Build_Track_01_Pillar,,,Passed,Passed,Build,Passed,Passed,[SM_Build_Track_01_Pillar],Passed,4,0,1,[2][2][2][2],N/A,Passed,[0.995689-0.999953],[0.000000][0.000000][0.000000],[1928][958][333][155],N/A,312,[14.816241][4.754950][39.278427],[2.437608][39.320251][7.581066],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_Track_01_Pillar.fbx
SM_Build_Track_01_Pillar_a,,,Passed,Passed,Build,Passed,Passed,[SM_Build_Track_01_Pillar_a],Passed,4,0,1,[2][2][2][2],N/A,Passed,[0.976065-0.990977],[0.000000][0.000000][0.000000],[350][172][71][29],N/A,72,[1.361457][3.583406][3.583407],[2.441842][1.360798][2.442376],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_Track_01_Pillar_a.fbx
SM_Build_Track_01_Pillar_b,,,Passed,Passed,Build,Passed,Passed,[SM_Build_Track_01_Pillar_b],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.976065-0.953957],[0.000000][0.000000][0.000000],[20][9][6][6],N/A,12,[0.776210][6.500647][0.839307],[0.388105][6.500242][0.423635],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_Build_Track_01_Pillar_b.fbx
SM_LVARK_Build_CatcherIn_02,,,Passed,Passed,Build,Passed,Passed,[SM_LVARK_Build_CatcherIn_02],Passed,5,0,0,[1][1][1][1][1],N/A,Passed,[0.992932-0.996146],[0.000000][0.000000][0.000000],[202][120][60][30][15],N/A,N/A,[11.534460][5.977496][2.869962],[7.075814][5.481184][-3.093604],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_Build_CatcherIn_02.fbx
SM_LVARK_MT_Build_CentralArea_01,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_CentralArea_01],Passed,1,0,4,[4],N/A,Passed,[388.344879-299.202789],[1.000000][0.000000][0.000000],[22911],N/A,2411,[10.277300][123.092323][108.251778],[54.794178][4.100800][68.278610],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_CentralArea_01.fbx
SM_LVARK_MT_Build_CentralArea_01_A,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_CentralArea_01_A],Passed,1,0,0,[4],N/A,Passed,[7.596114-8.305829],[1.000000][0.000000][0.000000],[9249],N/A,N/A,[93.149803][3.364244][85.713028],[54.050411][0.081388][68.026756],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_CentralArea_01_A.fbx
SM_LVARK_MT_Build_CentralArea_01_B,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_CentralArea_01_B],Failed,1,0,1,[2],N/A,Passed,[3.198063-5.306706],[1.000000][0.000000][0.000000],[7144],N/A,1141,[6.998978][106.021576][109.818810],[55.881710][1.233994][66.683830],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_CentralArea_01_B.fbx
SM_LVARK_MT_Build_CentralArea_01_C,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_CentralArea_01_C],Passed,1,0,0,[2],N/A,Passed,[1.807674-1.618633],[1.000000][0.000000][0.000000],[3408],N/A,N/A,[49.552578][3.416807][45.783184],[24.776329][-2.412443][24.799196],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_CentralArea_01_C.fbx
SM_LVARK_MT_Build_CentralArea_01_D,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_CentralArea_01_D],Passed,1,0,0,[3],N/A,Passed,[8.817235-4.098616],[1.000000][0.000000][0.000000],[4067],N/A,N/A,[3.110425][30.929741][30.929682],[15.469548][-1.691393][15.469541],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_CentralArea_01_D.fbx
SM_LVARK_MT_Build_Foundation_01,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_01],Passed,1,0,2,[5],N/A,Passed,[12.141618-9.214556],[0.997785][0.000000][0.000000],[2019],N/A,626,[39.743519][54.895050][19.160450],[90.612190][-2.271049][-12.057627],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_01.fbx
SM_LVARK_MT_Build_Foundation_01_A,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_01_A],Passed,1,0,0,[5],N/A,Passed,[2.617548-4.537449],[1.000000][0.000000][0.000000],[6253],N/A,N/A,[37.416668][42.597748][0.381610],[92.597969][-3.281171][-12.331806],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_01_A.fbx
SM_LVARK_MT_Build_Foundation_01_B,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_01_B],Passed,1,0,1,[3],N/A,Passed,[2.962809-1.695896],[0.000000][0.000000][0.000000],[756],N/A,240,[5.341902][15.401484][7.203502],[64.242699][-7.057608][-51.413280],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_01_B.fbx
SM_LVARK_MT_Build_Foundation_02,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_02],Passed,1,0,2,[6],N/A,Passed,[45.561954-16.701782],[0.000000][0.000000][0.000000],[6042],N/A,461,[16.131748][103.531448][99.579376],[172.756058][-0.013090][-11.837666],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_02.fbx
SM_LVARK_MT_Build_Foundation_02_A,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_02_A],Passed,1,0,0,[3],N/A,Passed,[4.417321-3.010445],[0.000000][0.000000][0.000000],[1820],N/A,N/A,[36.700386][55.910324][2.212289],[111.404831][-0.039964][-27.984047],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_02_A.fbx
SM_LVARK_MT_Build_Foundation_03,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_03],Passed,1,0,2,[4],N/A,Passed,[28.995693-11.232366],[0.000000][0.000000][0.000000],[4204],N/A,256,[93.997131][43.865688][13.341822],[121.457626][-4.284852][-59.317528],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_03.fbx
SM_LVARK_MT_Build_Foundation_03_A,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_03_A],Passed,1,0,0,[5],N/A,Passed,[7.880086-3.919036],[1.000000][0.000000][0.000000],[6862],N/A,N/A,[58.052933][6.035869][38.752296],[88.499260][-4.119825][-59.496620],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_03_A.fbx
SM_LVARK_MT_Build_Foundation_03_B,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_03_B],Passed,1,0,1,[3],N/A,Passed,[4.988031-2.466632],[1.000000][0.000000][0.000000],[2816],N/A,184,[21.631235][14.165000][5.820672],[50.989307][-10.545423][-57.938168],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_03_B.fbx
SM_LVARK_MT_Build_Foundation_03_C,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_Foundation_03_C],Passed,1,0,5,[5],N/A,Passed,[5.423404-2.890266],[1.000000][0.000000][0.000000],[1330],N/A,220,[51.574947][44.801476][5.085159],[94.991211][-3.439936][-45.116093],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_Foundation_03_C.fbx
SM_LVARK_MT_Build_ToyStore_02,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_ToyStore_02],Passed,1,0,1,[6],N/A,Passed,[7.105627-8.064252],[0.910284][0.000000][0.000000],[3650],N/A,312,[34.331215][76.952278][0.964405],[32.880642][0.262277][40.261986],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_ToyStore_02.fbx
SM_LVARK_MT_Build_ToyStore_02_A,,,Passed,Failed,N/A,Passed,Passed,[SM_LVARK_MT_Build_ToyStore_02_A],Passed,1,0,1,[4],N/A,Passed,[7.555564-4.336814],[0.861465][0.000000][0.000000],[750],N/A,150,[50.935623][0.533806][26.637022],[12.001435][0.383854][26.281471],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Build/Model/SM_LVARK_MT_Build_ToyStore_02_A.fbx
Ani_Prop_CaptureBallStore_Inside_02,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Ani/Ani_Prop_CaptureBallStore_Inside_02.fbx
Ani_SM_Prop_Car_move,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Ani/Ani_SM_Prop_Car_move.fbx
M_SKM_CatchBall_FeatherBall_01,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_CatchBall_FeatherBall_01.fbx
M_SKM_CatchBall_NormalBall_01,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_CatchBall_NormalBall_01.fbx
M_SKM_Prop_BusWindow,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_Prop_BusWindow.fbx
M_SKM_Prop_Catch_CatchBall_GreatlBall,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_Prop_Catch_CatchBall_GreatlBall.fbx
M_SKM_Prop_Catch_CatchBall_NormalBall,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_Prop_Catch_CatchBall_NormalBall.fbx
M_SKM_Prop_Decoration_01,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_Prop_Decoration_01.fbx
M_SKM_Prop_Decoration_02,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_Prop_Decoration_02.fbx
M_SKM_Prop_Decoration_03,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_Prop_Decoration_03.fbx
M_SKM_Prop_Sunshade_01,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_Prop_Sunshade_01.fbx
M_SKM_Prop_Sunshade_02,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/M_SKM_Prop_Sunshade_02.fbx
SKM_Prop_CaptureBallStore_Inside_01,,,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/SKM_Prop_CaptureBallStore_Inside_01.fbx
SM_Item_LevelItem_Ark_PianoStair_Collider1,,,Passed,Failed,N/A,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/SM_Item_LevelItem_Ark_PianoStair_Collider1.fbx
SM_Item_LevelItem_Ark_PianoStair_Collider2,,,Passed,Failed,N/A,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/SM_Item_LevelItem_Ark_PianoStair_Collider2.fbx
SM_Prop_Acc_Back_B10006,,,Passed,Failed,N/A,Passed,Passed,[SM_Prop_Acc_Back_B10006],Passed,4,0,1,[2][2][2][2],N/A,Failed,[0.995674-0.993806],[0.000000][0.000000][0.000000],[3694][1840][650][295],N/A,52,[0.159076][0.499374][0.365324],[0.251234][0.183686][0.082856],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Level_BW_Ark/Props/Model/SM_Prop_Acc_Back_B10006.fbx
